ano,mes,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,saldo_mensal
2025,3,RS,Rio Grande do Sul,4300034,Aceguá,12
2025,3,RS,Rio Grande do Sul,4300109,Agudo,20
2025,3,RS,Rio Grande do Sul,4300208,Ajuricaba,0
2025,3,RS,Rio Grande do Sul,4300307,Alecrim,-1
2025,3,RS,Rio Grande do Sul,4300406,Alegrete,50
2025,3,RS,Rio Grande do Sul,4300455,Alegria,1
2025,3,RS,Rio Grande do Sul,4300471,Almirante Tamandaré do Sul,3
2025,3,RS,Rio Grande do Sul,4300505,Alpestre,21
2025,3,RS,Rio Grande do Sul,4300554,Alto Alegre,0
2025,3,RS,Rio Grande do Sul,4300570,Alto Feliz,-1
2025,3,RS,Rio Grande do Sul,4300604,Alvorada,64
2025,3,RS,Rio Grande do Sul,4300638,Amaral Ferrador,1
2025,3,RS,Rio Grande do Sul,4300646,Ametista do Sul,-3
2025,3,RS,Rio Grande do Sul,4300661,André da Rocha,4
2025,3,RS,Rio Grande do Sul,4300703,Anta Gorda,2
2025,3,RS,Rio Grande do Sul,4300802,Antônio Prado,26
2025,3,RS,Rio Grande do Sul,4300851,Arambaré,7
2025,3,RS,Rio Grande do Sul,4300877,Araricá,22
2025,3,RS,Rio Grande do Sul,4300901,Aratiba,22
2025,3,RS,Rio Grande do Sul,4301305,Arroio Grande,39
2025,3,RS,Rio Grande do Sul,4301008,Arroio do Meio,79
2025,3,RS,Rio Grande do Sul,4301073,Arroio do Padre,-1
2025,3,RS,Rio Grande do Sul,4301057,Arroio do Sal,-110
2025,3,RS,Rio Grande do Sul,4301206,Arroio do Tigre,7
2025,3,RS,Rio Grande do Sul,4301107,Arroio dos Ratos,22
2025,3,RS,Rio Grande do Sul,4301404,Arvorezinha,26
2025,3,RS,Rio Grande do Sul,4301503,Augusto Pestana,12
2025,3,RS,Rio Grande do Sul,4301602,Bagé,7
2025,3,RS,Rio Grande do Sul,4301636,Balneário Pinhal,-44
2025,3,RS,Rio Grande do Sul,4301958,Barra Funda,-10
2025,3,RS,Rio Grande do Sul,4301859,Barra do Guarita,1
2025,3,RS,Rio Grande do Sul,4301875,Barra do Quaraí,10
2025,3,RS,Rio Grande do Sul,4301909,Barra do Ribeiro,-6
2025,3,RS,Rio Grande do Sul,4301925,Barra do Rio Azul,-3
2025,3,RS,Rio Grande do Sul,4301800,Barracão,8
2025,3,RS,Rio Grande do Sul,4302006,Barros Cassal,4
2025,3,RS,Rio Grande do Sul,4301651,Barão,27
2025,3,RS,Rio Grande do Sul,4301701,Barão de Cotegipe,-2
2025,3,RS,Rio Grande do Sul,4301750,Barão do Triunfo,-1
2025,3,RS,Rio Grande do Sul,4302055,Benjamin Constant do Sul,-3
2025,3,RS,Rio Grande do Sul,4302105,Bento Gonçalves,-86
2025,3,RS,Rio Grande do Sul,4302154,Boa Vista das Missões,-2
2025,3,RS,Rio Grande do Sul,4302204,Boa Vista do Buricá,8
2025,3,RS,Rio Grande do Sul,4302220,Boa Vista do Cadeado,10
2025,3,RS,Rio Grande do Sul,4302238,Boa Vista do Incra,0
2025,3,RS,Rio Grande do Sul,4302253,Boa Vista do Sul,4
2025,3,RS,Rio Grande do Sul,4302303,Bom Jesus,-437
2025,3,RS,Rio Grande do Sul,4302352,Bom Princípio,-31
2025,3,RS,Rio Grande do Sul,4302378,Bom Progresso,-2
2025,3,RS,Rio Grande do Sul,4302402,Bom Retiro do Sul,5
2025,3,RS,Rio Grande do Sul,4302451,Boqueirão do Leão,-5
2025,3,RS,Rio Grande do Sul,4302501,Bossoroca,-2
2025,3,RS,Rio Grande do Sul,4302584,Bozano,7
2025,3,RS,Rio Grande do Sul,4302600,Braga,-1
2025,3,RS,Rio Grande do Sul,4302659,Brochier,13
2025,3,RS,Rio Grande do Sul,4302709,Butiá,14
2025,3,RS,Rio Grande do Sul,4302907,Cacequi,14
2025,3,RS,Rio Grande do Sul,4303004,Cachoeira do Sul,80
2025,3,RS,Rio Grande do Sul,4303103,Cachoeirinha,404
2025,3,RS,Rio Grande do Sul,4303202,Cacique Doble,-2
2025,3,RS,Rio Grande do Sul,4303301,Caibaté,-2
2025,3,RS,Rio Grande do Sul,4303400,Caiçara,8
2025,3,RS,Rio Grande do Sul,4303509,Camaquã,44
2025,3,RS,Rio Grande do Sul,4303558,Camargo,-5
2025,3,RS,Rio Grande do Sul,4303608,Cambará do Sul,-43
2025,3,RS,Rio Grande do Sul,4303673,Campestre da Serra,-8
2025,3,RS,Rio Grande do Sul,4303707,Campina das Missões,-8
2025,3,RS,Rio Grande do Sul,4303806,Campinas do Sul,5
2025,3,RS,Rio Grande do Sul,4303905,Campo Bom,-62
2025,3,RS,Rio Grande do Sul,4304002,Campo Novo,-6
2025,3,RS,Rio Grande do Sul,4304101,Campos Borges,-1
2025,3,RS,Rio Grande do Sul,4304200,Candelária,12
2025,3,RS,Rio Grande do Sul,4304358,Candiota,18
2025,3,RS,Rio Grande do Sul,4304408,Canela,97
2025,3,RS,Rio Grande do Sul,4304507,Canguçu,6
2025,3,RS,Rio Grande do Sul,4304606,Canoas,409
2025,3,RS,Rio Grande do Sul,4304614,Canudos do Vale,4
2025,3,RS,Rio Grande do Sul,4304689,Capela de Santana,-6
2025,3,RS,Rio Grande do Sul,4304697,Capitão,-3
2025,3,RS,Rio Grande do Sul,4304671,Capivari do Sul,65
2025,3,RS,Rio Grande do Sul,4304622,Capão Bonito do Sul,-7
2025,3,RS,Rio Grande do Sul,4304630,Capão da Canoa,-546
2025,3,RS,Rio Grande do Sul,4304655,Capão do Cipó,17
2025,3,RS,Rio Grande do Sul,4304663,Capão do Leão,1
2025,3,RS,Rio Grande do Sul,4304705,Carazinho,107
2025,3,RS,Rio Grande do Sul,4304713,Caraá,31
2025,3,RS,Rio Grande do Sul,4304804,Carlos Barbosa,57
2025,3,RS,Rio Grande do Sul,4304853,Carlos Gomes,-1
2025,3,RS,Rio Grande do Sul,4304903,Casca,4
2025,3,RS,Rio Grande do Sul,4304952,Caseiros,-6
2025,3,RS,Rio Grande do Sul,4305009,Catuípe,43
2025,3,RS,Rio Grande do Sul,4305108,Caxias do Sul,45
2025,3,RS,Rio Grande do Sul,4302808,Caçapava do Sul,93
2025,3,RS,Rio Grande do Sul,4305116,Centenário,-1
2025,3,RS,Rio Grande do Sul,4305124,Cerrito,-13
2025,3,RS,Rio Grande do Sul,4305132,Cerro Branco,4
2025,3,RS,Rio Grande do Sul,4305157,Cerro Grande,0
2025,3,RS,Rio Grande do Sul,4305173,Cerro Grande do Sul,-6
2025,3,RS,Rio Grande do Sul,4305207,Cerro Largo,-11
2025,3,RS,Rio Grande do Sul,4305306,Chapada,-4
2025,3,RS,Rio Grande do Sul,4305355,Charqueadas,-6
2025,3,RS,Rio Grande do Sul,4305371,Charrua,5
2025,3,RS,Rio Grande do Sul,4305405,Chiapetta,22
2025,3,RS,Rio Grande do Sul,4305447,Chuvisca,4
2025,3,RS,Rio Grande do Sul,4305439,Chuí,-26
2025,3,RS,Rio Grande do Sul,4305454,Cidreira,-54
2025,3,RS,Rio Grande do Sul,4305504,Ciríaco,11
2025,3,RS,Rio Grande do Sul,4305587,Colinas,-7
2025,3,RS,Rio Grande do Sul,4305603,Colorado,8
2025,3,RS,Rio Grande do Sul,4305702,Condor,47
2025,3,RS,Rio Grande do Sul,4305801,Constantina,19
2025,3,RS,Rio Grande do Sul,4305835,Coqueiro Baixo,1
2025,3,RS,Rio Grande do Sul,4305850,Coqueiros do Sul,-5
2025,3,RS,Rio Grande do Sul,4305871,Coronel Barros,-4
2025,3,RS,Rio Grande do Sul,4305900,Coronel Bicaco,5
2025,3,RS,Rio Grande do Sul,4305934,Coronel Pilar,-5
2025,3,RS,Rio Grande do Sul,4305959,Cotiporã,-1
2025,3,RS,Rio Grande do Sul,4305975,Coxilha,-1
2025,3,RS,Rio Grande do Sul,4306007,Crissiumal,3
2025,3,RS,Rio Grande do Sul,4306056,Cristal,-6
2025,3,RS,Rio Grande do Sul,4306072,Cristal do Sul,-1
2025,3,RS,Rio Grande do Sul,4306106,Cruz Alta,132
2025,3,RS,Rio Grande do Sul,4306130,Cruzaltense,2
2025,3,RS,Rio Grande do Sul,4306205,Cruzeiro do Sul,23
2025,3,RS,Rio Grande do Sul,4304309,Cândido Godói,-11
2025,3,RS,Rio Grande do Sul,4306304,David Canabarro,-3
2025,3,RS,Rio Grande do Sul,4306320,Derrubadas,2
2025,3,RS,Rio Grande do Sul,4306353,Dezesseis de Novembro,4
2025,3,RS,Rio Grande do Sul,4306379,Dilermando de Aguiar,2
2025,3,RS,Rio Grande do Sul,4306403,Dois Irmãos,-27
2025,3,RS,Rio Grande do Sul,4306429,Dois Irmãos das Missões,4
2025,3,RS,Rio Grande do Sul,4306452,Dois Lajeados,-5
2025,3,RS,Rio Grande do Sul,4306502,Dom Feliciano,7
2025,3,RS,Rio Grande do Sul,4306601,Dom Pedrito,69
2025,3,RS,Rio Grande do Sul,4306551,Dom Pedro de Alcântara,-6
2025,3,RS,Rio Grande do Sul,4306700,Dona Francisca,4
2025,3,RS,Rio Grande do Sul,4306734,Doutor Maurício Cardoso,14
2025,3,RS,Rio Grande do Sul,4306759,Doutor Ricardo,7
2025,3,RS,Rio Grande do Sul,4306767,Eldorado do Sul,-9
2025,3,RS,Rio Grande do Sul,4306809,Encantado,-15
2025,3,RS,Rio Grande do Sul,4306908,Encruzilhada do Sul,-4
2025,3,RS,Rio Grande do Sul,4306924,Engenho Velho,3
2025,3,RS,Rio Grande do Sul,4306957,Entre Rios do Sul,6
2025,3,RS,Rio Grande do Sul,4306932,Entre-Ijuís,36
2025,3,RS,Rio Grande do Sul,4306973,Erebango,0
2025,3,RS,Rio Grande do Sul,4307005,Erechim,253
2025,3,RS,Rio Grande do Sul,4307054,Ernestina,-2
2025,3,RS,Rio Grande do Sul,4307203,Erval Grande,-1
2025,3,RS,Rio Grande do Sul,4307302,Erval Seco,1
2025,3,RS,Rio Grande do Sul,4307401,Esmeralda,39
2025,3,RS,Rio Grande do Sul,4307450,Esperança do Sul,-1
2025,3,RS,Rio Grande do Sul,4307500,Espumoso,39
2025,3,RS,Rio Grande do Sul,4307559,Estação,2
2025,3,RS,Rio Grande do Sul,4307708,Esteio,36
2025,3,RS,Rio Grande do Sul,4307807,Estrela,46
2025,3,RS,Rio Grande do Sul,4307815,Estrela Velha,-5
2025,3,RS,Rio Grande do Sul,4307609,Estância Velha,51
2025,3,RS,Rio Grande do Sul,4307831,Eugênio de Castro,7
2025,3,RS,Rio Grande do Sul,4307864,Fagundes Varela,3
2025,3,RS,Rio Grande do Sul,4307906,Farroupilha,84
2025,3,RS,Rio Grande do Sul,4308003,Faxinal do Soturno,15
2025,3,RS,Rio Grande do Sul,4308052,Faxinalzinho,-1
2025,3,RS,Rio Grande do Sul,4308078,Fazenda Vilanova,-5
2025,3,RS,Rio Grande do Sul,4308102,Feliz,38
2025,3,RS,Rio Grande do Sul,4308201,Flores da Cunha,9
2025,3,RS,Rio Grande do Sul,4308250,Floriano Peixoto,1
2025,3,RS,Rio Grande do Sul,4308300,Fontoura Xavier,23
2025,3,RS,Rio Grande do Sul,4308409,Formigueiro,33
2025,3,RS,Rio Grande do Sul,4308433,Forquetinha,5
2025,3,RS,Rio Grande do Sul,4308458,Fortaleza dos Valos,-6
2025,3,RS,Rio Grande do Sul,4308508,Frederico Westphalen,11
2025,3,RS,Rio Grande do Sul,4308607,Garibaldi,-19
2025,3,RS,Rio Grande do Sul,4308656,Garruchos,-3
2025,3,RS,Rio Grande do Sul,4308706,Gaurama,-9
2025,3,RS,Rio Grande do Sul,4308805,General Câmara,1
2025,3,RS,Rio Grande do Sul,4308854,Gentil,20
2025,3,RS,Rio Grande do Sul,4308904,Getúlio Vargas,28
2025,3,RS,Rio Grande do Sul,4309001,Giruá,42
2025,3,RS,Rio Grande do Sul,4309050,Glorinha,-13
2025,3,RS,Rio Grande do Sul,4309100,Gramado,-53
2025,3,RS,Rio Grande do Sul,4309159,Gramado Xavier,6
2025,3,RS,Rio Grande do Sul,4309126,Gramado dos Loureiros,7
2025,3,RS,Rio Grande do Sul,4309209,Gravataí,457
2025,3,RS,Rio Grande do Sul,4309258,Guabiju,14
2025,3,RS,Rio Grande do Sul,4309407,Guaporé,-68
2025,3,RS,Rio Grande do Sul,4309506,Guarani das Missões,20
2025,3,RS,Rio Grande do Sul,4309308,Guaíba,0
2025,3,RS,Rio Grande do Sul,4309555,Harmonia,40
2025,3,RS,Rio Grande do Sul,4307104,Herval,3
2025,3,RS,Rio Grande do Sul,4309571,Herveiras,21
2025,3,RS,Rio Grande do Sul,4309605,Horizontina,0
2025,3,RS,Rio Grande do Sul,4309654,Hulha Negra,28
2025,3,RS,Rio Grande do Sul,4309704,Humaitá,11
2025,3,RS,Rio Grande do Sul,4309753,Ibarama,5
2025,3,RS,Rio Grande do Sul,4309803,Ibiaçá,-11
2025,3,RS,Rio Grande do Sul,4309902,Ibiraiaras,3
2025,3,RS,Rio Grande do Sul,4309951,Ibirapuitã,6
2025,3,RS,Rio Grande do Sul,4310009,Ibirubá,-19
2025,3,RS,Rio Grande do Sul,4310108,Igrejinha,-75
2025,3,RS,Rio Grande do Sul,4310207,Ijuí,183
2025,3,RS,Rio Grande do Sul,4310306,Ilópolis,1
2025,3,RS,Rio Grande do Sul,4310330,Imbé,-122
2025,3,RS,Rio Grande do Sul,4310363,Imigrante,7
2025,3,RS,Rio Grande do Sul,4310405,Independência,29
2025,3,RS,Rio Grande do Sul,4310413,Inhacorá,3
2025,3,RS,Rio Grande do Sul,4310462,Ipiranga do Sul,6
2025,3,RS,Rio Grande do Sul,4310439,Ipê,-71
2025,3,RS,Rio Grande do Sul,4310504,Iraí,-5
2025,3,RS,Rio Grande do Sul,4310538,Itaara,-19
2025,3,RS,Rio Grande do Sul,4310553,Itacurubi,5
2025,3,RS,Rio Grande do Sul,4310579,Itapuca,4
2025,3,RS,Rio Grande do Sul,4310603,Itaqui,-58
2025,3,RS,Rio Grande do Sul,4310652,Itati,3
2025,3,RS,Rio Grande do Sul,4310702,Itatiba do Sul,3
2025,3,RS,Rio Grande do Sul,4310751,Ivorá,-1
2025,3,RS,Rio Grande do Sul,4310801,Ivoti,55
2025,3,RS,Rio Grande do Sul,4310850,Jaboticaba,-1
2025,3,RS,Rio Grande do Sul,4310876,Jacuizinho,8
2025,3,RS,Rio Grande do Sul,4310900,Jacutinga,31
2025,3,RS,Rio Grande do Sul,4311106,Jaguari,20
2025,3,RS,Rio Grande do Sul,4311007,Jaguarão,67
2025,3,RS,Rio Grande do Sul,4311122,Jaquirana,-24
2025,3,RS,Rio Grande do Sul,4311130,Jari,14
2025,3,RS,Rio Grande do Sul,4311155,Jóia,31
2025,3,RS,Rio Grande do Sul,4311205,Júlio de Castilhos,43
2025,3,RS,Rio Grande do Sul,4311239,Lagoa Bonita do Sul,4
2025,3,RS,Rio Grande do Sul,4311304,Lagoa Vermelha,2
2025,3,RS,Rio Grande do Sul,4311270,Lagoa dos Três Cantos,-1
2025,3,RS,Rio Grande do Sul,4311254,Lagoão,0
2025,3,RS,Rio Grande do Sul,4311403,Lajeado,287
2025,3,RS,Rio Grande do Sul,4311429,Lajeado do Bugre,3
2025,3,RS,Rio Grande do Sul,4311502,Lavras do Sul,24
2025,3,RS,Rio Grande do Sul,4311601,Liberato Salzano,18
2025,3,RS,Rio Grande do Sul,4311627,Lindolfo Collor,58
2025,3,RS,Rio Grande do Sul,4311643,Linha Nova,-6
2025,3,RS,Rio Grande do Sul,4311700,Machadinho,21
2025,3,RS,Rio Grande do Sul,4311734,Mampituba,9
